Id,AssessmentTaskDefinitionId,AssessmentTaskDefinition.Name,AssessmentIndDefinitionId,AssessmentIndDefinition.Name,AssessmentIndDefinition.Category__c,AssessmentIndDefinition.PHOCSParentId__r.Name,$$AssessmentTaskDefinition.Name$AssessmentIndDefinition.Name$AssessmentIndDefinition.Category__c$AssessmentIndDefinition.PHOCSParentId__r.Name,AssessmentIndDefinition.$$Name$Category__c$PHOCSParentId__r.Name
0dtbZ0000002z28QAA,0Z4bZ0000000HdhSAE,Licensing,0eubZ0000000V4uQAE,Unlicensed dairy plant process worker not employed on a temporary or emergency basis.,Licensing,Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.,Licensing;Unlicensed dairy plant process worker not employed on a temporary or emergency basis.;Licensing;Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.,Unlicensed dairy plant process worker not employed on a temporary or emergency basis.;Licensing;Unlicensed dairy workers employed on a temporary or emergency basis are under supervision of a licensed supervisor.
0dtbZ0000002z29QAA,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V4vQAE,Designated spaces not available or appropriately maintained.,Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Hygiene;Designated spaces not available or appropriately maintained.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Designated spaces not available or appropriately maintained.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke."
0dtbZ0000002z2AQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V4wQAE,Eating in the plant or processing areas.,Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Hygiene;Eating in the plant or processing areas.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Eating in the plant or processing areas.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke."
0dtbZ0000002z2BQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V4xQAE,Smoking/vaping in the plant or processing areas.,Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Hygiene;Smoking/vaping in the plant or processing areas.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Smoking/vaping in the plant or processing areas.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke."
0dtbZ0000002z2CQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V4yQAE,Drinking in the plant or processing areas.,Hygiene,"Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Hygiene;Drinking in the plant or processing areas.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke.","Drinking in the plant or processing areas.;Hygiene;Designated spaces are provided and are appropriately used by employees to eat, drink, chew or smoke."
0dtbZ0000002z2DQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V4zQAE,Not exclusive use by dairy plant personnel.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Hygiene;Not exclusive use by dairy plant personnel.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Not exclusive use by dairy plant personnel.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.
0dtbZ0000002z2EQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V50QAE,Not kept in sanitary conditions.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Hygiene;Not kept in sanitary conditions.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Not kept in sanitary conditions.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.
0dtbZ0000002z2FQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V51QAE,Insufficient supplies available.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Hygiene;Insufficient supplies available.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Insufficient supplies available.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.
0dtbZ0000002z2GQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V52QAE,Not functioning or in need of repair.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Hygiene;Not functioning or in need of repair.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Not functioning or in need of repair.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.
0dtbZ0000002z2HQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V53QAE,Not used as intended.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Hygiene;Not used as intended.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Not used as intended.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.
0dtbZ0000002z2IQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V54QAE,Exhaust ventilation inadequate.,Hygiene,Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Hygiene;Exhaust ventilation inadequate.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.,Exhaust ventilation inadequate.;Hygiene;Washrooms are exclusively available for dairy plant personnel and kept in sanitary condition.
0dtbZ0000002z2JQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V55QAE,Inadequate number of handwashing stations.,Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.,Hygiene;Inadequate number of handwashing stations.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.,Inadequate number of handwashing stations.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.
0dtbZ0000002z2KQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V56QAE,No hot water.,Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.,Hygiene;No hot water.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.,No hot water.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.
0dtbZ0000002z2LQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V57QAE,Insufficient supplies available.,Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.,Hygiene;Insufficient supplies available.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.,Insufficient supplies available.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.
0dtbZ0000002z2MQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V58QAE,Not functioning or in need of repair.,Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.,Hygiene;Not functioning or in need of repair.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.,Not functioning or in need of repair.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.
0dtbZ0000002z2NQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V59QAE,Not used as intended.,Hygiene,Adequate hand washing stations are conveniently located and equipped with all required supplies.,Hygiene;Not used as intended.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.,Not used as intended.;Hygiene;Adequate hand washing stations are conveniently located and equipped with all required supplies.
0dtbZ0000002z2OQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5AQAU,Inadequate number of foot baths.,Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.","Hygiene;Inadequate number of foot baths.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended.","Inadequate number of foot baths.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended."
0dtbZ0000002z2PQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5BQAU,Insufficient supplies available.,Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.","Hygiene;Insufficient supplies available.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended.","Insufficient supplies available.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended."
0dtbZ0000002z2QQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5CQAU,Not used as intended.,Hygiene,"Foot baths are conveniently located, equipped with all the required supplies, and used as intended.","Hygiene;Not used as intended.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended.","Not used as intended.;Hygiene;Foot baths are conveniently located, equipped with all the required supplies, and used as intended."
0dtbZ0000002z2RQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5DQAU,No hair/beard nets being worn or worn ineffectively.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Hygiene;No hair/beard nets being worn or worn ineffectively.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","No hair/beard nets being worn or worn ineffectively.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products."
0dtbZ0000002z2SQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5EQAU,Jewellery being worn.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Hygiene;Jewellery being worn.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Jewellery being worn.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products."
0dtbZ0000002z2TQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5FQAU,Sanitary hand coverings not used or replaced appropriately.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Hygiene;Sanitary hand coverings not used or replaced appropriately.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Sanitary hand coverings not used or replaced appropriately.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products."
0dtbZ0000002z2UQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5GQAU,Dedicated appropriate footwear and clothing not worn or maintained.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Hygiene;Dedicated appropriate footwear and clothing not worn or maintained.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Dedicated appropriate footwear and clothing not worn or maintained.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products."
0dtbZ0000002z2VQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5HQAU,"Artificial nails, nail polish or resin not effectively covered.",Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Hygiene;Artificial nails, nail polish or resin not effectively covered.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Artificial nails, nail polish or resin not effectively covered.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products."
0dtbZ0000002z2WQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5IQAU,Unclean clothing.,Hygiene,"Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Hygiene;Unclean clothing.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products.","Unclean clothing.;Hygiene;Dairy plant process workers wear appropriate clothing, footwear, and protective equipment when processing and handling dairy products."
0dtbZ0000002z2XQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5JQAU,Insufficient controls or controls are not being followed to prevent contamination.,Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.","Hygiene;Insufficient controls or controls are not being followed to prevent contamination.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.","Insufficient controls or controls are not being followed to prevent contamination.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened."
0dtbZ0000002z2YQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5KQAU,Exterior openings are not properly closed or screened or sealed.,Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.","Hygiene;Exterior openings are not properly closed or screened or sealed.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.","Exterior openings are not properly closed or screened or sealed.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened."
0dtbZ0000002z2ZQAQ,0Z4bZ0000000HdiSAE,Hygiene,0eubZ0000000V5LQAU,"Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.",Hygiene,"Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.","Hygiene;Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened.","Processing, pasteurizing, manufacturing and packaging areas are not protected from contamination.;Hygiene;Processing areas are used exclusively for processing, protected from contamination, and all exterior openings are properly closed or screened."
0dtbZ0000002z2aQAA,0Z4bZ0000000HdjSAE,Pest control,0eubZ0000000V5MQAU,Signs of pests on the exterior of the plant.,Pest control,Pest control program is adequate and records are maintained.,Pest control;Signs of pests on the exterior of the plant.;Pest control;Pest control program is adequate and records are maintained.,Signs of pests on the exterior of the plant.;Pest control;Pest control program is adequate and records are maintained.
0dtbZ0000002z2bQAA,0Z4bZ0000000HdjSAE,Pest control,0eubZ0000000V5RQAU,Signs of pests in the interior of the plant.,Pest control,Pest control program is adequate and records are maintained.,Pest control;Signs of pests in the interior of the plant.;Pest control;Pest control program is adequate and records are maintained.,Signs of pests in the interior of the plant.;Pest control;Pest control program is adequate and records are maintained.
0dtbZ0000002z2cQAA,0Z4bZ0000000HdjSAE,Pest control,0eubZ0000000V5SQAU,Insufficient pest control program.,Pest control,Pest control program is adequate and records are maintained.,Pest control;Insufficient pest control program.;Pest control;Pest control program is adequate and records are maintained.,Insufficient pest control program.;Pest control;Pest control program is adequate and records are maintained.
0dtbZ0000002z2dQAA,0Z4bZ0000000HdjSAE,Pest control,0eubZ0000000V5TQAU,Insufficient record keeping.,Pest control,Pest control program is adequate and records are maintained.,Pest control;Insufficient record keeping.;Pest control;Pest control program is adequate and records are maintained.,Insufficient record keeping.;Pest control;Pest control program is adequate and records are maintained.
0dtbZ0000002z2eQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5UQAU,Lack of positive pressure from the room area outwards.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior;Lack of positive pressure from the room area outwards.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Lack of positive pressure from the room area outwards.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.
0dtbZ0000002z2fQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5VQAU,Product flow not preventing contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior;Product flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Product flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.
0dtbZ0000002z2gQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5WQAU,Personnel flow not preventing contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior;Personnel flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Personnel flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.
0dtbZ0000002z2hQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5XQAU,Equipment flow not preventing contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior;Equipment flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Equipment flow not preventing contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.
0dtbZ0000002z2iQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5YQAU,Possible cross-contamination (raw ingredient or allergen).,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior;Possible cross-contamination (raw ingredient or allergen).;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Possible cross-contamination (raw ingredient or allergen).;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.
0dtbZ0000002z2jQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5ZQAU,Possible environmental contamination.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior;Possible environmental contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Possible environmental contamination.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.
0dtbZ0000002z2kQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5aQAE,Insufficient space for other activities.,Interior,Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Interior;Insufficient space for other activities.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.,Insufficient space for other activities.;Interior;Processing rooms are designed to prevent contamination and maintain proper product and personnel flow.
0dtbZ0000002z2lQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5bQAE,Drains not trapped.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Interior;Drains not trapped.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Drains not trapped.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage."
0dtbZ0000002z2mQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5cQAE,Inadequate drainage or standing water.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Interior;Inadequate drainage or standing water.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Inadequate drainage or standing water.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage."
0dtbZ0000002z2nQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5dQAE,"Floors not impervious, smooth, easy to clean.",Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Interior;Floors not impervious, smooth, easy to clean.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Floors not impervious, smooth, easy to clean.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage."
0dtbZ0000002z2oQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5eQAE,Floors damaged or deteriorated.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Interior;Floors damaged or deteriorated.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Floors damaged or deteriorated.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage."
0dtbZ0000002z2pQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5fQAE,Joints not water tight.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Interior;Joints not water tight.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Joints not water tight.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage."
0dtbZ0000002z2qQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5gQAE,Floors unsanitary or unclean.,Interior,"Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Interior;Floors unsanitary or unclean.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage.","Floors unsanitary or unclean.;Interior;Floors in all dairy processing, pasteurizing, manufacturing, or storage areas are clean, properly jointed, and made of smooth, impervious material with proper drainage."
0dtbZ0000002z2rQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5hQAE,"Walls or ceiling not impervious, smooth or easy to clean.",Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.","Interior;Walls or ceiling not impervious, smooth or easy to clean.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.","Walls or ceiling not impervious, smooth or easy to clean.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored."
0dtbZ0000002z2sQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5iQAE,Wall(s) or ceiling made from unapproved material.,Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.","Interior;Wall(s) or ceiling made from unapproved material.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.","Wall(s) or ceiling made from unapproved material.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored."
0dtbZ0000002z2tQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5jQAE,Wall(s) or ceiling unsanitary or unclean condition.,Interior,"Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.","Interior;Wall(s) or ceiling unsanitary or unclean condition.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored.","Wall(s) or ceiling unsanitary or unclean condition.;Interior;Walls and ceilings in dairy processing areas are smooth, clean, moisture-resistant, and light-colored."
0dtbZ0000002z2uQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5kQAE,Odours present.,Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.","Interior;Odours present.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation.","Odours present.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation."
0dtbZ0000002z2vQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5lQAE,Condensation present.,Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.","Interior;Condensation present.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation.","Condensation present.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation."
0dtbZ0000002z2wQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5mQAE,Dust accumulating.,Interior,"Ventilation is adequate to prevent odours, condensation and dust accumulation.","Interior;Dust accumulating.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation.","Dust accumulating.;Interior;Ventilation is adequate to prevent odours, condensation and dust accumulation."
0dtbZ0000002z2xQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5nQAE,Fixtures not moisture-proof.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Interior;Fixtures not moisture-proof.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Fixtures not moisture-proof.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.
0dtbZ0000002z2yQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5oQAE,Fixtures not shatterproof.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Interior;Fixtures not shatterproof.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Fixtures not shatterproof.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.
0dtbZ0000002z2zQAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5pQAE,Inadequate or insufficient lighting.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Interior;Inadequate or insufficient lighting.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Inadequate or insufficient lighting.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.
0dtbZ0000002z30QAA,0Z4bZ0000000HdkSAE,Interior,0eubZ0000000V5qQAE,Fixtures unsanitary or unclean.,Interior,Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Interior;Fixtures unsanitary or unclean.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.,Fixtures unsanitary or unclean.;Interior;Lighting is adequate and shielded with shatter proof coverings in all rooms in the dairy plant.
0dtbZ0000002z31QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5rQAE,Storage not segregated.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Sanitation;Storage not segregated.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Storage not segregated.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination."
0dtbZ0000002z32QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5sQAE,Products not labelled as per requirements.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Sanitation;Products not labelled as per requirements.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Products not labelled as per requirements.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination."
0dtbZ0000002z33QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5tQAE,Potential contamination.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Sanitation;Potential contamination.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Potential contamination.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination."
0dtbZ0000002z34QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5uQAE,Product handled inappropriately.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Sanitation;Product handled inappropriately.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Product handled inappropriately.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination."
0dtbZ0000002z35QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5vQAE,Unapproved chemicals being used.,Sanitation,"Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Sanitation;Unapproved chemicals being used.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination.","Unapproved chemicals being used.;Sanitation;Chemicals are stored away from dairy products, supplies and ingredients to prevent contamination."
0dtbZ0000002z36QAA,0Z4bZ0000000HdlSAE,Sanitation,0eubZ0000000V5wQAE,Cleaning areas inadequate or not maintained.,Sanitation,"Sanitation program is adequate, being followed and records are maintained.","Sanitation;Cleaning areas inadequate or not maintained.;Sanitation;Sanitation program is adequate, being followed and records are maintained.","Cleaning areas inadequate or not maintained.;Sanitation;Sanitation program is adequate, being followed and records are maintained."
